sequenceNo	sequenceStartUnix	sequenceEndUnix	sequenceStartDate	sequenceEndDate	sonarFilePath	sonarFileTimestampsPath	mergingFrames	cam1FilePath	cam1FileTimestampsPath	cam2FilePath	cam2FileTimestampsPath
395	1630347721.153	1630347801.853	2021-08-30T18:22:01.153	2021-08-30T18:23:21.853	sonar\sonar_0395.mp4	sonar\sonar_0395.txt	0	camera\cam1_0395.mp4	camera\cam1_0395.txt	camera\cam2_0395.mp4	camera\cam2_0395.txt
396	1630347817.123	1630347889.903	2021-08-30T18:23:37.123	2021-08-30T18:24:49.903	sonar\sonar_0396.mp4	sonar\sonar_0396.txt	0	camera\cam1_0396.mp4	camera\cam1_0396.txt	camera\cam2_0396.mp4	camera\cam2_0396.txt
397	1630382594.621	1630382692.011	2021-08-31T04:03:14.621	2021-08-31T04:04:52.011	sonar\sonar_0397.mp4	sonar\sonar_0397.txt	0	camera\cam1_0397.mp4	camera\cam1_0397.txt	camera\cam2_0397.mp4	camera\cam2_0397.txt
398	1630383069.022	1630386549.816	2021-08-31T04:11:09.022	2021-08-31T05:09:09.816	sonar\sonar_0398.mp4	sonar\sonar_0398.txt	4604;13291	camera\cam1_0398.mp4	camera\cam1_0398.txt	camera\cam2_0398.mp4	camera\cam2_0398.txt
399	1630386553.027	1630387217.517	2021-08-31T05:09:13.027	2021-08-31T05:20:17.517	sonar\sonar_0399.mp4	sonar\sonar_0399.txt	0	camera\cam1_0399.mp4	camera\cam1_0399.txt	camera\cam2_0399.mp4	camera\cam2_0399.txt
400	1630387239.727	1630387721.178	2021-08-31T05:20:39.727	2021-08-31T05:28:41.178	sonar\sonar_0400.mp4	sonar\sonar_0400.txt	0	camera\cam1_0400.mp4	camera\cam1_0400.txt	camera\cam2_0400.mp4	camera\cam2_0400.txt
401	1630387770.988	1630387918.308	2021-08-31T05:29:30.988	2021-08-31T05:31:58.308	sonar\sonar_0401.mp4	sonar\sonar_0401.txt	0	camera\cam1_0401.mp4	camera\cam1_0401.txt	camera\cam2_0401.mp4	camera\cam2_0401.txt
402	1630387943.018	1630388059.239	2021-08-31T05:32:23.018	2021-08-31T05:34:19.239	sonar\sonar_0402.mp4	sonar\sonar_0402.txt	0	camera\cam1_0402.mp4	camera\cam1_0402.txt	camera\cam2_0402.mp4	camera\cam2_0402.txt
403	1630388091.839	1630388242.199	2021-08-31T05:34:51.839	2021-08-31T05:37:22.199	sonar\sonar_0403.mp4	sonar\sonar_0403.txt	0	camera\cam1_0403.mp4	camera\cam1_0403.txt	camera\cam2_0403.mp4	camera\cam2_0403.txt
404	1630388258.589	1630388743.01	2021-08-31T05:37:38.589	2021-08-31T05:45:43.010	sonar\sonar_0404.mp4	sonar\sonar_0404.txt	0	camera\cam1_0404.mp4	camera\cam1_0404.txt	camera\cam2_0404.mp4	camera\cam2_0404.txt
405	1630388950.8	1630389030.83	2021-08-31T05:49:10.800	2021-08-31T05:50:30.830	sonar\sonar_0405.mp4	sonar\sonar_0405.txt	0	camera\cam1_0405.mp4	camera\cam1_0405.txt	camera\cam2_0405.mp4	camera\cam2_0405.txt
406	1630389037.08	1630389170.34	2021-08-31T05:50:37.080	2021-08-31T05:52:50.340	sonar\sonar_0406.mp4	sonar\sonar_0406.txt	0	camera\cam1_0406.mp4	camera\cam1_0406.txt	camera\cam2_0406.mp4	camera\cam2_0406.txt
407	1630389246.05	1630389322.84	2021-08-31T05:54:06.050	2021-08-31T05:55:22.840	sonar\sonar_0407.mp4	sonar\sonar_0407.txt	0	camera\cam1_0407.mp4	camera\cam1_0407.txt	camera\cam2_0407.mp4	camera\cam2_0407.txt
408	1630389401.021	1630389484.511	2021-08-31T05:56:41.021	2021-08-31T05:58:04.511	sonar\sonar_0408.mp4	sonar\sonar_0408.txt	0	camera\cam1_0408.mp4	camera\cam1_0408.txt	camera\cam2_0408.mp4	camera\cam2_0408.txt
409	1630389613.071	1630389689.441	2021-08-31T06:00:13.071	2021-08-31T06:01:29.441	sonar\sonar_0409.mp4	sonar\sonar_0409.txt	0	camera\cam1_0409.mp4	camera\cam1_0409.txt	camera\cam2_0409.mp4	camera\cam2_0409.txt
410	1630391866.764	1630392040.974	2021-08-31T06:37:46.764	2021-08-31T06:40:40.974	sonar\sonar_0410.mp4	sonar\sonar_0410.txt	0	camera\cam1_0410.mp4	camera\cam1_0410.txt	camera\cam2_0410.mp4	camera\cam2_0410.txt
411	1630392066.654	1630392411.025	2021-08-31T06:41:06.654	2021-08-31T06:46:51.025	sonar\sonar_0411.mp4	sonar\sonar_0411.txt	0	camera\cam1_0411.mp4	camera\cam1_0411.txt	camera\cam2_0411.mp4	camera\cam2_0411.txt
412	1630392733.325	1630392906.865	2021-08-31T06:52:13.325	2021-08-31T06:55:06.865	sonar\sonar_0412.mp4	sonar\sonar_0412.txt	0	camera\cam1_0412.mp4	camera\cam1_0412.txt	camera\cam2_0412.mp4	camera\cam2_0412.txt
413	1630393029.786	1630393131.336	2021-08-31T06:57:09.786	2021-08-31T06:58:51.336	sonar\sonar_0413.mp4	sonar\sonar_0413.txt	0	camera\cam1_0413.mp4	camera\cam1_0413.txt	camera\cam2_0413.mp4	camera\cam2_0413.txt
414	1630393159.216	1630393234.806	2021-08-31T06:59:19.216	2021-08-31T07:00:34.806	sonar\sonar_0414.mp4	sonar\sonar_0414.txt	0	camera\cam1_0414.mp4	camera\cam1_0414.txt	camera\cam2_0414.mp4	camera\cam2_0414.txt
415	1630393437.496	1630393607.026	2021-08-31T07:03:57.496	2021-08-31T07:06:47.026	sonar\sonar_0415.mp4	sonar\sonar_0415.txt	0	camera\cam1_0415.mp4	camera\cam1_0415.txt	camera\cam2_0415.mp4	camera\cam2_0415.txt
416	1630393616.566	1630393869.487	2021-08-31T07:06:56.566	2021-08-31T07:11:09.487	sonar\sonar_0416.mp4	sonar\sonar_0416.txt	0	camera\cam1_0416.mp4	camera\cam1_0416.txt	camera\cam2_0416.mp4	camera\cam2_0416.txt
417	1630396082.25	1630396162.73	2021-08-31T07:48:02.250	2021-08-31T07:49:22.730	sonar\sonar_0417.mp4	sonar\sonar_0417.txt	0	camera\cam1_0417.mp4	camera\cam1_0417.txt	camera\cam2_0417.mp4	camera\cam2_0417.txt
418	1630396331.71	1630396614.401	2021-08-31T07:52:11.710	2021-08-31T07:56:54.401	sonar\sonar_0418.mp4	sonar\sonar_0418.txt	0	camera\cam1_0418.mp4	camera\cam1_0418.txt	camera\cam2_0418.mp4	camera\cam2_0418.txt
419	1630396639.021	1630397069.551	2021-08-31T07:57:19.021	2021-08-31T08:04:29.551	sonar\sonar_0419.mp4	sonar\sonar_0419.txt	0	camera\cam1_0419.mp4	camera\cam1_0419.txt	camera\cam2_0419.mp4	camera\cam2_0419.txt
420	1630397080.581	1630397155.621	2021-08-31T08:04:40.581	2021-08-31T08:05:55.621	sonar\sonar_0420.mp4	sonar\sonar_0420.txt	0	camera\cam1_0420.mp4	camera\cam1_0420.txt	camera\cam2_0420.mp4	camera\cam2_0420.txt
421	1630397164.411	1630397671.692	2021-08-31T08:06:04.411	2021-08-31T08:14:31.692	sonar\sonar_0421.mp4	sonar\sonar_0421.txt	0	camera\cam1_0421.mp4	camera\cam1_0421.txt	camera\cam2_0421.mp4	camera\cam2_0421.txt
422	1630397678.752	1630397809.692	2021-08-31T08:14:38.752	2021-08-31T08:16:49.692	sonar\sonar_0422.mp4	sonar\sonar_0422.txt	0	camera\cam1_0422.mp4	camera\cam1_0422.txt	camera\cam2_0422.mp4	camera\cam2_0422.txt
423	1630397859.382	1630398097.933	2021-08-31T08:17:39.382	2021-08-31T08:21:37.933	sonar\sonar_0423.mp4	sonar\sonar_0423.txt	0	camera\cam1_0423.mp4	camera\cam1_0423.txt	camera\cam2_0423.mp4	camera\cam2_0423.txt
424	1630398169.633	1630398254.123	2021-08-31T08:22:49.633	2021-08-31T08:24:14.123	sonar\sonar_0424.mp4	sonar\sonar_0424.txt	0	camera\cam1_0424.mp4	camera\cam1_0424.txt	camera\cam2_0424.mp4	camera\cam2_0424.txt
425	1630398267.083	1630398342.373	2021-08-31T08:24:27.083	2021-08-31T08:25:42.373	sonar\sonar_0425.mp4	sonar\sonar_0425.txt	0	camera\cam1_0425.mp4	camera\cam1_0425.txt	camera\cam2_0425.mp4	camera\cam2_0425.txt
426	1630398380.663	1630398559.683	2021-08-31T08:26:20.663	2021-08-31T08:29:19.683	sonar\sonar_0426.mp4	sonar\sonar_0426.txt	0	camera\cam1_0426.mp4	camera\cam1_0426.txt	camera\cam2_0426.mp4	camera\cam2_0426.txt
427	1630398776.864	1630399013.744	2021-08-31T08:32:56.864	2021-08-31T08:36:53.744	sonar\sonar_0427.mp4	sonar\sonar_0427.txt	614	camera\cam1_0427.mp4	camera\cam1_0427.txt	camera\cam2_0427.mp4	camera\cam2_0427.txt
428	1630399016.434	1630399594.725	2021-08-31T08:36:56.434	2021-08-31T08:46:34.725	sonar\sonar_0428.mp4	sonar\sonar_0428.txt	0	camera\cam1_0428.mp4	camera\cam1_0428.txt	camera\cam2_0428.mp4	camera\cam2_0428.txt
429	1630400019.415	1630400107.095	2021-08-31T08:53:39.415	2021-08-31T08:55:07.095	sonar\sonar_0429.mp4	sonar\sonar_0429.txt	0	camera\cam1_0429.mp4	camera\cam1_0429.txt	camera\cam2_0429.mp4	camera\cam2_0429.txt
430	1630401950.222	1630402051.624	2021-08-31T09:25:50.222	2021-08-31T09:27:31.624	sonar\sonar_0430.mp4	sonar\sonar_0430.txt	0	camera\cam1_0430.mp4	camera\cam1_0430.txt	camera\cam2_0430.mp4	camera\cam2_0430.txt
431	1630402208.043	1630402284.456	2021-08-31T09:30:08.043	2021-08-31T09:31:24.456	sonar\sonar_0431.mp4	sonar\sonar_0431.txt	0	camera\cam1_0431.mp4	camera\cam1_0431.txt	camera\cam2_0431.mp4	camera\cam2_0431.txt
432	1630402305.564	1630402485.399	2021-08-31T09:31:45.564	2021-08-31T09:34:45.399	sonar\sonar_0432.mp4	sonar\sonar_0432.txt	0	camera\cam1_0432.mp4	camera\cam1_0432.txt	camera\cam2_0432.mp4	camera\cam2_0432.txt
433	1630402602.687	1630402718.337	2021-08-31T09:36:42.687	2021-08-31T09:38:38.337	sonar\sonar_0433.mp4	sonar\sonar_0433.txt	107	camera\cam1_0433.mp4	camera\cam1_0433.txt	camera\cam2_0433.mp4	camera\cam2_0433.txt
434	1630402761.445	1630404264.927	2021-08-31T09:39:21.445	2021-08-31T10:04:24.927	sonar\sonar_0434.mp4	sonar\sonar_0434.txt	0	camera\cam1_0434.mp4	camera\cam1_0434.txt	camera\cam2_0434.mp4	camera\cam2_0434.txt
435	1630404267.478	1630404451.957	2021-08-31T10:04:27.478	2021-08-31T10:07:31.957	sonar\sonar_0435.mp4	sonar\sonar_0435.txt	0	camera\cam1_0435.mp4	camera\cam1_0435.txt	camera\cam2_0435.mp4	camera\cam2_0435.txt
436	1630404472.088	1630404578.101	2021-08-31T10:07:52.088	2021-08-31T10:09:38.101	sonar\sonar_0436.mp4	sonar\sonar_0436.txt	64	camera\cam1_0436.mp4	camera\cam1_0436.txt	camera\cam2_0436.mp4	camera\cam2_0436.txt
437	1630404606.246	1630405016.623	2021-08-31T10:10:06.246	2021-08-31T10:16:56.623	sonar\sonar_0437.mp4	sonar\sonar_0437.txt	0	camera\cam1_0437.mp4	camera\cam1_0437.txt	camera\cam2_0437.mp4	camera\cam2_0437.txt
438	1630405284.017	1630405359.649	2021-08-31T10:21:24.017	2021-08-31T10:22:39.649	sonar\sonar_0438.mp4	sonar\sonar_0438.txt	0	camera\cam1_0438.mp4	camera\cam1_0438.txt	camera\cam2_0438.mp4	camera\cam2_0438.txt
439	1630405486.418	1630405561.613	2021-08-31T10:24:46.418	2021-08-31T10:26:01.613	sonar\sonar_0439.mp4	sonar\sonar_0439.txt	0	camera\cam1_0439.mp4	camera\cam1_0439.txt	camera\cam2_0439.mp4	camera\cam2_0439.txt
440	1630405605.9	1630405711.355	2021-08-31T10:26:45.900	2021-08-31T10:28:31.355	sonar\sonar_0440.mp4	sonar\sonar_0440.txt	0	camera\cam1_0440.mp4	camera\cam1_0440.txt	camera\cam2_0440.mp4	camera\cam2_0440.txt
441	1630405776.936	1630405855.512	2021-08-31T10:29:36.936	2021-08-31T10:30:55.512	sonar\sonar_0441.mp4	sonar\sonar_0441.txt	0	camera\cam1_0441.mp4	camera\cam1_0441.txt	camera\cam2_0441.mp4	camera\cam2_0441.txt
442	1630406227.273	1630406306.913	2021-08-31T10:37:07.273	2021-08-31T10:38:26.913	sonar\sonar_0442.mp4	sonar\sonar_0442.txt	0	camera\cam1_0442.mp4	camera\cam1_0442.txt	camera\cam2_0442.mp4	camera\cam2_0442.txt
443	1630406395.398	1630406471.455	2021-08-31T10:39:55.398	2021-08-31T10:41:11.455	sonar\sonar_0443.mp4	sonar\sonar_0443.txt	0	camera\cam1_0443.mp4	camera\cam1_0443.txt	camera\cam2_0443.mp4	camera\cam2_0443.txt
444	1630406686.782	1630406790.782	2021-08-31T10:44:46.782	2021-08-31T10:46:30.782	sonar\sonar_0444.mp4	sonar\sonar_0444.txt	0	camera\cam1_0444.mp4	camera\cam1_0444.txt	camera\cam2_0444.mp4	camera\cam2_0444.txt
445	1630407380.014	1630407457.564	2021-08-31T10:56:20.014	2021-08-31T10:57:37.564	sonar\sonar_0445.mp4	sonar\sonar_0445.txt	0	camera\cam1_0445.mp4	camera\cam1_0445.txt	camera\cam2_0445.mp4	camera\cam2_0445.txt
446	1630408395.915	1630408605.096	2021-08-31T11:13:15.915	2021-08-31T11:16:45.096	sonar\sonar_0446.mp4	sonar\sonar_0446.txt	0	camera\cam1_0446.mp4	camera\cam1_0446.txt	camera\cam2_0446.mp4	camera\cam2_0446.txt
447	1630408637.996	1630408710.196	2021-08-31T11:17:17.996	2021-08-31T11:18:30.196	sonar\sonar_0447.mp4	sonar\sonar_0447.txt	0	camera\cam1_0447.mp4	camera\cam1_0447.txt	camera\cam2_0447.mp4	camera\cam2_0447.txt
448	1630409502.227	1630409578.527	2021-08-31T11:31:42.227	2021-08-31T11:32:58.527	sonar\sonar_0448.mp4	sonar\sonar_0448.txt	0	camera\cam1_0448.mp4	camera\cam1_0448.txt	camera\cam2_0448.mp4	camera\cam2_0448.txt
449	1630409750.537	1630409879.237	2021-08-31T11:35:50.537	2021-08-31T11:37:59.237	sonar\sonar_0449.mp4	sonar\sonar_0449.txt	0	camera\cam1_0449.mp4	camera\cam1_0449.txt	camera\cam2_0449.mp4	camera\cam2_0449.txt
450	1630410211.268	1630410286.768	2021-08-31T11:43:31.268	2021-08-31T11:44:46.768	sonar\sonar_0450.mp4	sonar\sonar_0450.txt	0	camera\cam1_0450.mp4	camera\cam1_0450.txt	camera\cam2_0450.mp4	camera\cam2_0450.txt
451	1630410338.428	1630410442.008	2021-08-31T11:45:38.428	2021-08-31T11:47:22.008	sonar\sonar_0451.mp4	sonar\sonar_0451.txt	0	camera\cam1_0451.mp4	camera\cam1_0451.txt	camera\cam2_0451.mp4	camera\cam2_0451.txt
452	1630411041.959	1630411117.029	2021-08-31T11:57:21.959	2021-08-31T11:58:37.029	sonar\sonar_0452.mp4	sonar\sonar_0452.txt	0	camera\cam1_0452.mp4	camera\cam1_0452.txt	camera\cam2_0452.mp4	camera\cam2_0452.txt
453	1630411373.28	1630411475.29	2021-08-31T12:02:53.280	2021-08-31T12:04:35.290	sonar\sonar_0453.mp4	sonar\sonar_0453.txt	0	camera\cam1_0453.mp4	camera\cam1_0453.txt	camera\cam2_0453.mp4	camera\cam2_0453.txt
454	1630411508.43	1630411788.5	2021-08-31T12:05:08.430	2021-08-31T12:09:48.500	sonar\sonar_0454.mp4	sonar\sonar_0454.txt	0	camera\cam1_0454.mp4	camera\cam1_0454.txt	camera\cam2_0454.mp4	camera\cam2_0454.txt
455	1630412236.651	1630412315.151	2021-08-31T12:17:16.651	2021-08-31T12:18:35.151	sonar\sonar_0455.mp4	sonar\sonar_0455.txt	0	camera\cam1_0455.mp4	camera\cam1_0455.txt	camera\cam2_0455.mp4	camera\cam2_0455.txt
456	1630412376.091	1630412454.111	2021-08-31T12:19:36.091	2021-08-31T12:20:54.111	sonar\sonar_0456.mp4	sonar\sonar_0456.txt	0	camera\cam1_0456.mp4	camera\cam1_0456.txt	camera\cam2_0456.mp4	camera\cam2_0456.txt
457	1630413064.212	1630413153.012	2021-08-31T12:31:04.212	2021-08-31T12:32:33.012	sonar\sonar_0457.mp4	sonar\sonar_0457.txt	0	camera\cam1_0457.mp4	camera\cam1_0457.txt	camera\cam2_0457.mp4	camera\cam2_0457.txt
458	1630413244.052	1630413319.932	2021-08-31T12:34:04.052	2021-08-31T12:35:19.932	sonar\sonar_0458.mp4	sonar\sonar_0458.txt	0	camera\cam1_0458.mp4	camera\cam1_0458.txt	camera\cam2_0458.mp4	camera\cam2_0458.txt
459	1630413426.652	1630413502.962	2021-08-31T12:37:06.652	2021-08-31T12:38:22.962	sonar\sonar_0459.mp4	sonar\sonar_0459.txt	0	camera\cam1_0459.mp4	camera\cam1_0459.txt	camera\cam2_0459.mp4	camera\cam2_0459.txt
460	1630413902.833	1630414083.963	2021-08-31T12:45:02.833	2021-08-31T12:48:03.963	sonar\sonar_0460.mp4	sonar\sonar_0460.txt	0	camera\cam1_0460.mp4	camera\cam1_0460.txt	camera\cam2_0460.mp4	camera\cam2_0460.txt
461	1630414188.003	1630414342.644	2021-08-31T12:49:48.003	2021-08-31T12:52:22.644	sonar\sonar_0461.mp4	sonar\sonar_0461.txt	0	camera\cam1_0461.mp4	camera\cam1_0461.txt	camera\cam2_0461.mp4	camera\cam2_0461.txt
462	1630414479.694	1630414554.844	2021-08-31T12:54:39.694	2021-08-31T12:55:54.844	sonar\sonar_0462.mp4	sonar\sonar_0462.txt	0	camera\cam1_0462.mp4	camera\cam1_0462.txt	camera\cam2_0462.mp4	camera\cam2_0462.txt
463	1630414610.704	1630414703.184	2021-08-31T12:56:50.704	2021-08-31T12:58:23.184	sonar\sonar_0463.mp4	sonar\sonar_0463.txt	0	camera\cam1_0463.mp4	camera\cam1_0463.txt	camera\cam2_0463.mp4	camera\cam2_0463.txt
464	1630414801.934	1630414886.564	2021-08-31T13:00:01.934	2021-08-31T13:01:26.564	sonar\sonar_0464.mp4	sonar\sonar_0464.txt	0	camera\cam1_0464.mp4	camera\cam1_0464.txt	camera\cam2_0464.mp4	camera\cam2_0464.txt
465	1630414967.375	1630415183.065	2021-08-31T13:02:47.375	2021-08-31T13:06:23.065	sonar\sonar_0465.mp4	sonar\sonar_0465.txt	0	camera\cam1_0465.mp4	camera\cam1_0465.txt	camera\cam2_0465.mp4	camera\cam2_0465.txt
466	1630415348.175	1630416218.416	2021-08-31T13:09:08.175	2021-08-31T13:23:38.416	sonar\sonar_0466.mp4	sonar\sonar_0466.txt	1435	camera\cam1_0466.mp4	camera\cam1_0466.txt	camera\cam2_0466.mp4	camera\cam2_0466.txt
467	1630416229.536	1630417685.528	2021-08-31T13:23:49.536	2021-08-31T13:48:05.528	sonar\sonar_0467.mp4	sonar\sonar_0467.txt	6142	camera\cam1_0467.mp4	camera\cam1_0467.txt	camera\cam2_0467.mp4	camera\cam2_0467.txt
468	1630417697.548	1630418057.559	2021-08-31T13:48:17.548	2021-08-31T13:54:17.559	sonar\sonar_0468.mp4	sonar\sonar_0468.txt	0	camera\cam1_0468.mp4	camera\cam1_0468.txt	camera\cam2_0468.mp4	camera\cam2_0468.txt
469	1630418105.189	1630418505.189	2021-08-31T13:55:05.189	2021-08-31T14:01:45.189	sonar\sonar_0469.mp4	sonar\sonar_0469.txt	0	camera\cam1_0469.mp4	camera\cam1_0469.txt	camera\cam2_0469.mp4	camera\cam2_0469.txt
470	1630418538.06	1630418652.3	2021-08-31T14:02:18.060	2021-08-31T14:04:12.300	sonar\sonar_0470.mp4	sonar\sonar_0470.txt	0	camera\cam1_0470.mp4	camera\cam1_0470.txt	camera\cam2_0470.mp4	camera\cam2_0470.txt
471	1630418670.13	1630421568.381	2021-08-31T14:04:30.130	2021-08-31T14:52:48.381	sonar\sonar_0471.mp4	sonar\sonar_0471.txt	3362;12024	camera\cam1_0471.mp4	camera\cam1_0471.txt	camera\cam2_0471.mp4	camera\cam2_0471.txt
472	1630421658.361	1630421776.251	2021-08-31T14:54:18.361	2021-08-31T14:56:16.251	sonar\sonar_0472.mp4	sonar\sonar_0472.txt	0	camera\cam1_0472.mp4	camera\cam1_0472.txt	camera\cam2_0472.mp4	camera\cam2_0472.txt
473	1630421808.111	1630422098.061	2021-08-31T14:56:48.111	2021-08-31T15:01:38.061	sonar\sonar_0473.mp4	sonar\sonar_0473.txt	0	camera\cam1_0473.mp4	camera\cam1_0473.txt	camera\cam2_0473.mp4	camera\cam2_0473.txt
474	1630422215.312	1630422297.862	2021-08-31T15:03:35.312	2021-08-31T15:04:57.862	sonar\sonar_0474.mp4	sonar\sonar_0474.txt	0	camera\cam1_0474.mp4	camera\cam1_0474.txt	camera\cam2_0474.mp4	camera\cam2_0474.txt
475	1630422679.742	1630422761.622	2021-08-31T15:11:19.742	2021-08-31T15:12:41.622	sonar\sonar_0475.mp4	sonar\sonar_0475.txt	0	camera\cam1_0475.mp4	camera\cam1_0475.txt	camera\cam2_0475.mp4	camera\cam2_0475.txt
476	1630422767.072	1630422851.532	2021-08-31T15:12:47.072	2021-08-31T15:14:11.532	sonar\sonar_0476.mp4	sonar\sonar_0476.txt	0	camera\cam1_0476.mp4	camera\cam1_0476.txt	camera\cam2_0476.mp4	camera\cam2_0476.txt
477	1630423203.003	1630423279.613	2021-08-31T15:20:03.003	2021-08-31T15:21:19.613	sonar\sonar_0477.mp4	sonar\sonar_0477.txt	0	camera\cam1_0477.mp4	camera\cam1_0477.txt	camera\cam2_0477.mp4	camera\cam2_0477.txt
478	1630423591.873	1630423688.193	2021-08-31T15:26:31.873	2021-08-31T15:28:08.193	sonar\sonar_0478.mp4	sonar\sonar_0478.txt	0	camera\cam1_0478.mp4	camera\cam1_0478.txt	camera\cam2_0478.mp4	camera\cam2_0478.txt
479	1630423733.754	1630423911.374	2021-08-31T15:28:53.754	2021-08-31T15:31:51.374	sonar\sonar_0479.mp4	sonar\sonar_0479.txt	0	camera\cam1_0479.mp4	camera\cam1_0479.txt	camera\cam2_0479.mp4	camera\cam2_0479.txt
480	1630423973.574	1630424129.164	2021-08-31T15:32:53.574	2021-08-31T15:35:29.164	sonar\sonar_0480.mp4	sonar\sonar_0480.txt	0	camera\cam1_0480.mp4	camera\cam1_0480.txt	camera\cam2_0480.mp4	camera\cam2_0480.txt
481	1630424257.524	1630425758.156	2021-08-31T15:37:37.524	2021-08-31T16:02:38.156	sonar\sonar_0481.mp4	sonar\sonar_0481.txt	3318	camera\cam1_0481.mp4	camera\cam1_0481.txt	camera\cam2_0481.mp4	camera\cam2_0481.txt
482	1630425784.767	1630426752.848	2021-08-31T16:03:04.767	2021-08-31T16:19:12.848	sonar\sonar_0482.mp4	sonar\sonar_0482.txt	0	camera\cam1_0482.mp4	camera\cam1_0482.txt	camera\cam2_0482.mp4	camera\cam2_0482.txt
483	1630426846.188	1630426931.218	2021-08-31T16:20:46.188	2021-08-31T16:22:11.218	sonar\sonar_0483.mp4	sonar\sonar_0483.txt	0	camera\cam1_0483.mp4	camera\cam1_0483.txt	camera\cam2_0483.mp4	camera\cam2_0483.txt
484	1630427036.768	1630427112.208	2021-08-31T16:23:56.768	2021-08-31T16:25:12.208	sonar\sonar_0484.mp4	sonar\sonar_0484.txt	0	camera\cam1_0484.mp4	camera\cam1_0484.txt	camera\cam2_0484.mp4	camera\cam2_0484.txt
485	1630427121.618	1630427257.458	2021-08-31T16:25:21.618	2021-08-31T16:27:37.458	sonar\sonar_0485.mp4	sonar\sonar_0485.txt	0	camera\cam1_0485.mp4	camera\cam1_0485.txt	camera\cam2_0485.mp4	camera\cam2_0485.txt
486	1630427259.209	1630427828.269	2021-08-31T16:27:39.209	2021-08-31T16:37:08.269	sonar\sonar_0486.mp4	sonar\sonar_0486.txt	0	camera\cam1_0486.mp4	camera\cam1_0486.txt	camera\cam2_0486.mp4	camera\cam2_0486.txt
487	1630427847.099	1630428350.27	2021-08-31T16:37:27.099	2021-08-31T16:45:50.270	sonar\sonar_0487.mp4	sonar\sonar_0487.txt	0	camera\cam1_0487.mp4	camera\cam1_0487.txt	camera\cam2_0487.mp4	camera\cam2_0487.txt
488	1630428388	1630429839.472	2021-08-31T16:46:28.000	2021-08-31T17:10:39.472	sonar\sonar_0488.mp4	sonar\sonar_0488.txt	1347	camera\cam1_0488.mp4	camera\cam1_0488.txt	camera\cam2_0488.mp4	camera\cam2_0488.txt
489	1630429909.092	1630429997.862	2021-08-31T17:11:49.092	2021-08-31T17:13:17.862	sonar\sonar_0489.mp4	sonar\sonar_0489.txt	0	camera\cam1_0489.mp4	camera\cam1_0489.txt	camera\cam2_0489.mp4	camera\cam2_0489.txt
490	1630430165.693	1630430309.303	2021-08-31T17:16:05.693	2021-08-31T17:18:29.303	sonar\sonar_0490.mp4	sonar\sonar_0490.txt	0	camera\cam1_0490.mp4	camera\cam1_0490.txt	camera\cam2_0490.mp4	camera\cam2_0490.txt
491	1630430385.343	1630430571.273	2021-08-31T17:19:45.343	2021-08-31T17:22:51.273	sonar\sonar_0491.mp4	sonar\sonar_0491.txt	0	camera\cam1_0491.mp4	camera\cam1_0491.txt	camera\cam2_0491.mp4	camera\cam2_0491.txt
492	1630430585.083	1630431234.634	2021-08-31T17:23:05.083	2021-08-31T17:33:54.634	sonar\sonar_0492.mp4	sonar\sonar_0492.txt	0	camera\cam1_0492.mp4	camera\cam1_0492.txt	camera\cam2_0492.mp4	camera\cam2_0492.txt
493	1630431244.214	1630431437.834	2021-08-31T17:34:04.214	2021-08-31T17:37:17.834	sonar\sonar_0493.mp4	sonar\sonar_0493.txt	0	camera\cam1_0493.mp4	camera\cam1_0493.txt	camera\cam2_0493.mp4	camera\cam2_0493.txt
494	1630431467.314	1630431544.234	2021-08-31T17:37:47.314	2021-08-31T17:39:04.234	sonar\sonar_0494.mp4	sonar\sonar_0494.txt	0	camera\cam1_0494.mp4	camera\cam1_0494.txt	camera\cam2_0494.mp4	camera\cam2_0494.txt
495	1630431990.075	1630432066.365	2021-08-31T17:46:30.075	2021-08-31T17:47:46.365	sonar\sonar_0495.mp4	sonar\sonar_0495.txt	0	camera\cam1_0495.mp4	camera\cam1_0495.txt	camera\cam2_0495.mp4	camera\cam2_0495.txt
496	1630432155.855	1630432407.896	2021-08-31T17:49:15.855	2021-08-31T17:53:27.896	sonar\sonar_0496.mp4	sonar\sonar_0496.txt	0	camera\cam1_0496.mp4	camera\cam1_0496.txt	camera\cam2_0496.mp4	camera\cam2_0496.txt
497	1630432532.266	1630432897.346	2021-08-31T17:55:32.266	2021-08-31T18:01:37.346	sonar\sonar_0497.mp4	sonar\sonar_0497.txt	0	camera\cam1_0497.mp4	camera\cam1_0497.txt	camera\cam2_0497.mp4	camera\cam2_0497.txt
498	1630433031.087	1630433173.417	2021-08-31T18:03:51.087	2021-08-31T18:06:13.417	sonar\sonar_0498.mp4	sonar\sonar_0498.txt	0	camera\cam1_0498.mp4	camera\cam1_0498.txt	camera\cam2_0498.mp4	camera\cam2_0498.txt
499	1630433536.287	1630433636.157	2021-08-31T18:12:16.287	2021-08-31T18:13:56.157	sonar\sonar_0499.mp4	sonar\sonar_0499.txt	0	camera\cam1_0499.mp4	camera\cam1_0499.txt	camera\cam2_0499.mp4	camera\cam2_0499.txt
