sequenceNo	sequenceStartUnix	sequenceEndUnix	sequenceStartDate	sequenceEndDate	sonarFilePath	sonarFileTimestampsPath	mergingFrames	cam1FilePath	cam1FileTimestampsPath	cam2FilePath	cam2FileTimestampsPath
2680	1632921460.989	1632921569.749	2021-09-29T13:17:40.989	2021-09-29T13:19:29.749	sonar\sonar_2680.mp4	sonar\sonar_2680.txt	0	camera\cam1_2680.mp4	camera\cam1_2680.txt	camera\cam2_2680.mp4	camera\cam2_2680.txt
2681	1632921582.439	1632921684.199	2021-09-29T13:19:42.439	2021-09-29T13:21:24.199	sonar\sonar_2681.mp4	sonar\sonar_2681.txt	0	camera\cam1_2681.mp4	camera\cam1_2681.txt	camera\cam2_2681.mp4	camera\cam2_2681.txt
2682	1632922710.89	1632922856.73	2021-09-29T13:38:30.890	2021-09-29T13:40:56.730	sonar\sonar_2682.mp4	sonar\sonar_2682.txt	0	camera\cam1_2682.mp4	camera\cam1_2682.txt	camera\cam2_2682.mp4	camera\cam2_2682.txt
2683	1632923114.541	1632923188.581	2021-09-29T13:45:14.541	2021-09-29T13:46:28.581	sonar\sonar_2683.mp4	sonar\sonar_2683.txt	0	camera\cam1_2683.mp4	camera\cam1_2683.txt	camera\cam2_2683.mp4	camera\cam2_2683.txt
2684	1632923203.001	1632923270.711	2021-09-29T13:46:43.001	2021-09-29T13:47:50.711	sonar\sonar_2684.mp4	sonar\sonar_2684.txt	0	camera\cam1_2684.mp4	camera\cam1_2684.txt	camera\cam2_2684.mp4	camera\cam2_2684.txt
2685	1632923655.872	1632923725.432	2021-09-29T13:54:15.872	2021-09-29T13:55:25.432	sonar\sonar_2685.mp4	sonar\sonar_2685.txt	0	camera\cam1_2685.mp4	camera\cam1_2685.txt	camera\cam2_2685.mp4	camera\cam2_2685.txt
2686	1632923854.072	1632923925.252	2021-09-29T13:57:34.072	2021-09-29T13:58:45.252	sonar\sonar_2686.mp4	sonar\sonar_2686.txt	0	camera\cam1_2686.mp4	camera\cam1_2686.txt	camera\cam2_2686.mp4	camera\cam2_2686.txt
2687	1632924121.182	1632924214.472	2021-09-29T14:02:01.182	2021-09-29T14:03:34.472	sonar\sonar_2687.mp4	sonar\sonar_2687.txt	0	camera\cam1_2687.mp4	camera\cam1_2687.txt	camera\cam2_2687.mp4	camera\cam2_2687.txt
2688	1632924218.152	1632924286.222	2021-09-29T14:03:38.152	2021-09-29T14:04:46.222	sonar\sonar_2688.mp4	sonar\sonar_2688.txt	0	camera\cam1_2688.mp4	camera\cam1_2688.txt	camera\cam2_2688.mp4	camera\cam2_2688.txt
2689	1632924301.433	1632924426.883	2021-09-29T14:05:01.433	2021-09-29T14:07:06.883	sonar\sonar_2689.mp4	sonar\sonar_2689.txt	0	camera\cam1_2689.mp4	camera\cam1_2689.txt	camera\cam2_2689.mp4	camera\cam2_2689.txt
2690	1632924512.393	1632925543.604	2021-09-29T14:08:32.393	2021-09-29T14:25:43.604	sonar\sonar_2690.mp4	sonar\sonar_2690.txt	0	camera\cam1_2690.mp4	camera\cam1_2690.txt	camera\cam2_2690.mp4	camera\cam2_2690.txt
2691	1632925601.074	1632925725.614	2021-09-29T14:26:41.074	2021-09-29T14:28:45.614	sonar\sonar_2691.mp4	sonar\sonar_2691.txt	0	camera\cam1_2691.mp4	camera\cam1_2691.txt	camera\cam2_2691.mp4	camera\cam2_2691.txt
2692	1632925755.155	1632925887.015	2021-09-29T14:29:15.155	2021-09-29T14:31:27.015	sonar\sonar_2692.mp4	sonar\sonar_2692.txt	0	camera\cam1_2692.mp4	camera\cam1_2692.txt	camera\cam2_2692.mp4	camera\cam2_2692.txt
2693	1632925901.055	1632926057.195	2021-09-29T14:31:41.055	2021-09-29T14:34:17.195	sonar\sonar_2693.mp4	sonar\sonar_2693.txt	0	camera\cam1_2693.mp4	camera\cam1_2693.txt	camera\cam2_2693.mp4	camera\cam2_2693.txt
2694	1632926145.495	1632926461.735	2021-09-29T14:35:45.495	2021-09-29T14:41:01.735	sonar\sonar_2694.mp4	sonar\sonar_2694.txt	0	camera\cam1_2694.mp4	camera\cam1_2694.txt	camera\cam2_2694.mp4	camera\cam2_2694.txt
2695	1632926496.416	1632926701.096	2021-09-29T14:41:36.416	2021-09-29T14:45:01.096	sonar\sonar_2695.mp4	sonar\sonar_2695.txt	0	camera\cam1_2695.mp4	camera\cam1_2695.txt	camera\cam2_2695.mp4	camera\cam2_2695.txt
2696	1632926716.376	1632926796.776	2021-09-29T14:45:16.376	2021-09-29T14:46:36.776	sonar\sonar_2696.mp4	sonar\sonar_2696.txt	0	camera\cam1_2696.mp4	camera\cam1_2696.txt	camera\cam2_2696.mp4	camera\cam2_2696.txt
2697	1632926933.946	1632927060.696	2021-09-29T14:48:53.946	2021-09-29T14:51:00.696	sonar\sonar_2697.mp4	sonar\sonar_2697.txt	0	camera\cam1_2697.mp4	camera\cam1_2697.txt	camera\cam2_2697.mp4	camera\cam2_2697.txt
2698	1632927197.557	1632927319.347	2021-09-29T14:53:17.557	2021-09-29T14:55:19.347	sonar\sonar_2698.mp4	sonar\sonar_2698.txt	0	camera\cam1_2698.mp4	camera\cam1_2698.txt	camera\cam2_2698.mp4	camera\cam2_2698.txt
2699	1632927502.687	1632927649.497	2021-09-29T14:58:22.687	2021-09-29T15:00:49.497	sonar\sonar_2699.mp4	sonar\sonar_2699.txt	0	camera\cam1_2699.mp4	camera\cam1_2699.txt	camera\cam2_2699.mp4	camera\cam2_2699.txt
2700	1632927806.667	1632927877.247	2021-09-29T15:03:26.667	2021-09-29T15:04:37.247	sonar\sonar_2700.mp4	sonar\sonar_2700.txt	0	camera\cam1_2700.mp4	camera\cam1_2700.txt	camera\cam2_2700.mp4	camera\cam2_2700.txt
2701	1632928786.629	1632928893.859	2021-09-29T15:19:46.629	2021-09-29T15:21:33.859	sonar\sonar_2701.mp4	sonar\sonar_2701.txt	0	camera\cam1_2701.mp4	camera\cam1_2701.txt	camera\cam2_2701.mp4	camera\cam2_2701.txt
2702	1632929053.419	1632929137.689	2021-09-29T15:24:13.419	2021-09-29T15:25:37.689	sonar\sonar_2702.mp4	sonar\sonar_2702.txt	0	camera\cam1_2702.mp4	camera\cam1_2702.txt	camera\cam2_2702.mp4	camera\cam2_2702.txt
2703	1632929200.899	1632929340.08	2021-09-29T15:26:40.899	2021-09-29T15:29:00.080	sonar\sonar_2703.mp4	sonar\sonar_2703.txt	0	camera\cam1_2703.mp4	camera\cam1_2703.txt	camera\cam2_2703.mp4	camera\cam2_2703.txt
2704	1632930394.941	1632930547.391	2021-09-29T15:46:34.941	2021-09-29T15:49:07.391	sonar\sonar_2704.mp4	sonar\sonar_2704.txt	0	camera\cam1_2704.mp4	camera\cam1_2704.txt	camera\cam2_2704.mp4	camera\cam2_2704.txt
2705	1632930559.931	1632930631.181	2021-09-29T15:49:19.931	2021-09-29T15:50:31.181	sonar\sonar_2705.mp4	sonar\sonar_2705.txt	0	camera\cam1_2705.mp4	camera\cam1_2705.txt	camera\cam2_2705.mp4	camera\cam2_2705.txt
2706	1632930719.632	1632930908.802	2021-09-29T15:51:59.632	2021-09-29T15:55:08.802	sonar\sonar_2706.mp4	sonar\sonar_2706.txt	0	camera\cam1_2706.mp4	camera\cam1_2706.txt	camera\cam2_2706.mp4	camera\cam2_2706.txt
2707	1632930936.612	1632931008.612	2021-09-29T15:55:36.612	2021-09-29T15:56:48.612	sonar\sonar_2707.mp4	sonar\sonar_2707.txt	0	camera\cam1_2707.mp4	camera\cam1_2707.txt	camera\cam2_2707.mp4	camera\cam2_2707.txt
2708	1632931013.562	1632931125.312	2021-09-29T15:56:53.562	2021-09-29T15:58:45.312	sonar\sonar_2708.mp4	sonar\sonar_2708.txt	0	camera\cam1_2708.mp4	camera\cam1_2708.txt	camera\cam2_2708.mp4	camera\cam2_2708.txt
2709	1632931235.092	1632931360.652	2021-09-29T16:00:35.092	2021-09-29T16:02:40.652	sonar\sonar_2709.mp4	sonar\sonar_2709.txt	0	camera\cam1_2709.mp4	camera\cam1_2709.txt	camera\cam2_2709.mp4	camera\cam2_2709.txt
2710	1632931427.153	1632931502.573	2021-09-29T16:03:47.153	2021-09-29T16:05:02.573	sonar\sonar_2710.mp4	sonar\sonar_2710.txt	0	camera\cam1_2710.mp4	camera\cam1_2710.txt	camera\cam2_2710.mp4	camera\cam2_2710.txt
2711	1632931733.933	1632931801.523	2021-09-29T16:08:53.933	2021-09-29T16:10:01.523	sonar\sonar_2711.mp4	sonar\sonar_2711.txt	0	camera\cam1_2711.mp4	camera\cam1_2711.txt	camera\cam2_2711.mp4	camera\cam2_2711.txt
2712	1632931960.303	1632932107.873	2021-09-29T16:12:40.303	2021-09-29T16:15:07.873	sonar\sonar_2712.mp4	sonar\sonar_2712.txt	0	camera\cam1_2712.mp4	camera\cam1_2712.txt	camera\cam2_2712.mp4	camera\cam2_2712.txt
2713	1632932161.174	1632932237.704	2021-09-29T16:16:01.174	2021-09-29T16:17:17.704	sonar\sonar_2713.mp4	sonar\sonar_2713.txt	0	camera\cam1_2713.mp4	camera\cam1_2713.txt	camera\cam2_2713.mp4	camera\cam2_2713.txt
2714	1632932238.444	1632932312.214	2021-09-29T16:17:18.444	2021-09-29T16:18:32.214	sonar\sonar_2714.mp4	sonar\sonar_2714.txt	0	camera\cam1_2714.mp4	camera\cam1_2714.txt	camera\cam2_2714.mp4	camera\cam2_2714.txt
2715	1632932644.674	1632932814.314	2021-09-29T16:24:04.674	2021-09-29T16:26:54.314	sonar\sonar_2715.mp4	sonar\sonar_2715.txt	0	camera\cam1_2715.mp4	camera\cam1_2715.txt	camera\cam2_2715.mp4	camera\cam2_2715.txt
2716	1632932837.204	1632932917.195	2021-09-29T16:27:17.204	2021-09-29T16:28:37.195	sonar\sonar_2716.mp4	sonar\sonar_2716.txt	0	camera\cam1_2716.mp4	camera\cam1_2716.txt	camera\cam2_2716.mp4	camera\cam2_2716.txt
2717	1632933198.225	1632933306.905	2021-09-29T16:33:18.225	2021-09-29T16:35:06.905	sonar\sonar_2717.mp4	sonar\sonar_2717.txt	0	camera\cam1_2717.mp4	camera\cam1_2717.txt	camera\cam2_2717.mp4	camera\cam2_2717.txt
2718	1632933532.035	1632933629.626	2021-09-29T16:38:52.035	2021-09-29T16:40:29.626	sonar\sonar_2718.mp4	sonar\sonar_2718.txt	0	camera\cam1_2718.mp4	camera\cam1_2718.txt	camera\cam2_2718.mp4	camera\cam2_2718.txt
2719	1632933661.286	1632933734.196	2021-09-29T16:41:01.286	2021-09-29T16:42:14.196	sonar\sonar_2719.mp4	sonar\sonar_2719.txt	0	camera\cam1_2719.mp4	camera\cam1_2719.txt	camera\cam2_2719.mp4	camera\cam2_2719.txt
2720	1632933857.326	1632933938.926	2021-09-29T16:44:17.326	2021-09-29T16:45:38.926	sonar\sonar_2720.mp4	sonar\sonar_2720.txt	0	camera\cam1_2720.mp4	camera\cam1_2720.txt	camera\cam2_2720.mp4	camera\cam2_2720.txt
2721	1632933973.826	1632934041.536	2021-09-29T16:46:13.826	2021-09-29T16:47:21.536	sonar\sonar_2721.mp4	sonar\sonar_2721.txt	0	camera\cam1_2721.mp4	camera\cam1_2721.txt	camera\cam2_2721.mp4	camera\cam2_2721.txt
2722	1632934059.966	1632934227.826	2021-09-29T16:47:39.966	2021-09-29T16:50:27.826	sonar\sonar_2722.mp4	sonar\sonar_2722.txt	0	camera\cam1_2722.mp4	camera\cam1_2722.txt	camera\cam2_2722.mp4	camera\cam2_2722.txt
2723	1632934341.827	1632934533.747	2021-09-29T16:52:21.827	2021-09-29T16:55:33.747	sonar\sonar_2723.mp4	sonar\sonar_2723.txt	0	camera\cam1_2723.mp4	camera\cam1_2723.txt	camera\cam2_2723.mp4	camera\cam2_2723.txt
2724	1632934540.777	1632934677.227	2021-09-29T16:55:40.777	2021-09-29T16:57:57.227	sonar\sonar_2724.mp4	sonar\sonar_2724.txt	0	camera\cam1_2724.mp4	camera\cam1_2724.txt	camera\cam2_2724.mp4	camera\cam2_2724.txt
2725	1632934759.337	1632934864.087	2021-09-29T16:59:19.337	2021-09-29T17:01:04.087	sonar\sonar_2725.mp4	sonar\sonar_2725.txt	0	camera\cam1_2725.mp4	camera\cam1_2725.txt	camera\cam2_2725.mp4	camera\cam2_2725.txt
2726	1632934909.457	1632934977.597	2021-09-29T17:01:49.457	2021-09-29T17:02:57.597	sonar\sonar_2726.mp4	sonar\sonar_2726.txt	0	camera\cam1_2726.mp4	camera\cam1_2726.txt	camera\cam2_2726.mp4	camera\cam2_2726.txt
2727	1632935492.398	1632935574.398	2021-09-29T17:11:32.398	2021-09-29T17:12:54.398	sonar\sonar_2727.mp4	sonar\sonar_2727.txt	0	camera\cam1_2727.mp4	camera\cam1_2727.txt	camera\cam2_2727.mp4	camera\cam2_2727.txt
2728	1632978681.908	1632978789.968	2021-09-30T05:11:21.908	2021-09-30T05:13:09.968	sonar\sonar_2728.mp4	sonar\sonar_2728.txt	0	camera\cam1_2728.mp4	camera\cam1_2728.txt	camera\cam2_2728.mp4	camera\cam2_2728.txt
2729	1632979100.188	1632979215.358	2021-09-30T05:18:20.188	2021-09-30T05:20:15.358	sonar\sonar_2729.mp4	sonar\sonar_2729.txt	0	camera\cam1_2729.mp4	camera\cam1_2729.txt	camera\cam2_2729.mp4	camera\cam2_2729.txt
2730	1632979407.659	1632980044.8	2021-09-30T05:23:27.659	2021-09-30T05:34:04.800	sonar\sonar_2730.mp4	sonar\sonar_2730.txt	658	camera\cam1_2730.mp4	camera\cam1_2730.txt	camera\cam2_2730.mp4	camera\cam2_2730.txt
2731	1632980237.12	1632980312.16	2021-09-30T05:37:17.120	2021-09-30T05:38:32.160	sonar\sonar_2731.mp4	sonar\sonar_2731.txt	0	camera\cam1_2731.mp4	camera\cam1_2731.txt	camera\cam2_2731.mp4	camera\cam2_2731.txt
2732	1632980576.01	1632980756.971	2021-09-30T05:42:56.010	2021-09-30T05:45:56.971	sonar\sonar_2732.mp4	sonar\sonar_2732.txt	0	camera\cam1_2732.mp4	camera\cam1_2732.txt	camera\cam2_2732.mp4	camera\cam2_2732.txt
2733	1632980869.371	1632981060.901	2021-09-30T05:47:49.371	2021-09-30T05:51:00.901	sonar\sonar_2733.mp4	sonar\sonar_2733.txt	0	camera\cam1_2733.mp4	camera\cam1_2733.txt	camera\cam2_2733.mp4	camera\cam2_2733.txt
2734	1632981065.441	1632981449.462	2021-09-30T05:51:05.441	2021-09-30T05:57:29.462	sonar\sonar_2734.mp4	sonar\sonar_2734.txt	0	camera\cam1_2734.mp4	camera\cam1_2734.txt	camera\cam2_2734.mp4	camera\cam2_2734.txt
2735	1632981495.252	1632981703.992	2021-09-30T05:58:15.252	2021-09-30T06:01:43.992	sonar\sonar_2735.mp4	sonar\sonar_2735.txt	0	camera\cam1_2735.mp4	camera\cam1_2735.txt	camera\cam2_2735.mp4	camera\cam2_2735.txt
2736	1632981917.142	1632981987.732	2021-09-30T06:05:17.142	2021-09-30T06:06:27.732	sonar\sonar_2736.mp4	sonar\sonar_2736.txt	0	camera\cam1_2736.mp4	camera\cam1_2736.txt	camera\cam2_2736.mp4	camera\cam2_2736.txt
2737	1632982071.712	1632982387.083	2021-09-30T06:07:51.712	2021-09-30T06:13:07.083	sonar\sonar_2737.mp4	sonar\sonar_2737.txt	0	camera\cam1_2737.mp4	camera\cam1_2737.txt	camera\cam2_2737.mp4	camera\cam2_2737.txt
2738	1632983166.824	1632983244.304	2021-09-30T06:26:06.824	2021-09-30T06:27:24.304	sonar\sonar_2738.mp4	sonar\sonar_2738.txt	0	camera\cam1_2738.mp4	camera\cam1_2738.txt	camera\cam2_2738.mp4	camera\cam2_2738.txt
2739	1632983281.434	1632983395.034	2021-09-30T06:28:01.434	2021-09-30T06:29:55.034	sonar\sonar_2739.mp4	sonar\sonar_2739.txt	0	camera\cam1_2739.mp4	camera\cam1_2739.txt	camera\cam2_2739.mp4	camera\cam2_2739.txt
2740	1632983544.485	1632983786.635	2021-09-30T06:32:24.485	2021-09-30T06:36:26.635	sonar\sonar_2740.mp4	sonar\sonar_2740.txt	0	camera\cam1_2740.mp4	camera\cam1_2740.txt	camera\cam2_2740.mp4	camera\cam2_2740.txt
2741	1632983821.115	1632983892.185	2021-09-30T06:37:01.115	2021-09-30T06:38:12.185	sonar\sonar_2741.mp4	sonar\sonar_2741.txt	0	camera\cam1_2741.mp4	camera\cam1_2741.txt	camera\cam2_2741.mp4	camera\cam2_2741.txt
2742	1632984119.755	1632984228.425	2021-09-30T06:41:59.755	2021-09-30T06:43:48.425	sonar\sonar_2742.mp4	sonar\sonar_2742.txt	0	camera\cam1_2742.mp4	camera\cam1_2742.txt	camera\cam2_2742.mp4	camera\cam2_2742.txt
2743	1632984323.066	1632984422.566	2021-09-30T06:45:23.066	2021-09-30T06:47:02.566	sonar\sonar_2743.mp4	sonar\sonar_2743.txt	0	camera\cam1_2743.mp4	camera\cam1_2743.txt	camera\cam2_2743.mp4	camera\cam2_2743.txt
2744	1632984435.076	1632984673.546	2021-09-30T06:47:15.076	2021-09-30T06:51:13.546	sonar\sonar_2744.mp4	sonar\sonar_2744.txt	0	camera\cam1_2744.mp4	camera\cam1_2744.txt	camera\cam2_2744.mp4	camera\cam2_2744.txt
2745	1632984791.786	1632985152.447	2021-09-30T06:53:11.786	2021-09-30T06:59:12.447	sonar\sonar_2745.mp4	sonar\sonar_2745.txt	0	camera\cam1_2745.mp4	camera\cam1_2745.txt	camera\cam2_2745.mp4	camera\cam2_2745.txt
2746	1632985165.797	1632985259.337	2021-09-30T06:59:25.797	2021-09-30T07:00:59.337	sonar\sonar_2746.mp4	sonar\sonar_2746.txt	0	camera\cam1_2746.mp4	camera\cam1_2746.txt	camera\cam2_2746.mp4	camera\cam2_2746.txt
2747	1632985495.107	1632985586.807	2021-09-30T07:04:55.107	2021-09-30T07:06:26.807	sonar\sonar_2747.mp4	sonar\sonar_2747.txt	0	camera\cam1_2747.mp4	camera\cam1_2747.txt	camera\cam2_2747.mp4	camera\cam2_2747.txt
2748	1632985643.747	1632985733.458	2021-09-30T07:07:23.747	2021-09-30T07:08:53.458	sonar\sonar_2748.mp4	sonar\sonar_2748.txt	0	camera\cam1_2748.mp4	camera\cam1_2748.txt	camera\cam2_2748.mp4	camera\cam2_2748.txt
2749	1632985739.658	1632985825.948	2021-09-30T07:08:59.658	2021-09-30T07:10:25.948	sonar\sonar_2749.mp4	sonar\sonar_2749.txt	0	camera\cam1_2749.mp4	camera\cam1_2749.txt	camera\cam2_2749.mp4	camera\cam2_2749.txt
2750	1632986107.688	1632986523.749	2021-09-30T07:15:07.688	2021-09-30T07:22:03.749	sonar\sonar_2750.mp4	sonar\sonar_2750.txt	0	camera\cam1_2750.mp4	camera\cam1_2750.txt	camera\cam2_2750.mp4	camera\cam2_2750.txt
2751	1632986648.909	1632986837.909	2021-09-30T07:24:08.909	2021-09-30T07:27:17.909	sonar\sonar_2751.mp4	sonar\sonar_2751.txt	0	camera\cam1_2751.mp4	camera\cam1_2751.txt	camera\cam2_2751.mp4	camera\cam2_2751.txt
2752	1632986892.229	1632987813.64	2021-09-30T07:28:12.229	2021-09-30T07:43:33.640	sonar\sonar_2752.mp4	sonar\sonar_2752.txt	450	camera\cam1_2752.mp4	camera\cam1_2752.txt	camera\cam2_2752.mp4	camera\cam2_2752.txt
2753	1632987838.731	1632991357.845	2021-09-30T07:43:58.731	2021-09-30T08:42:37.845	sonar\sonar_2753.mp4	sonar\sonar_2753.txt	4838;13530	camera\cam1_2753.mp4	camera\cam1_2753.txt	camera\cam2_2753.mp4	camera\cam2_2753.txt
2754	1632991360.855	1632991606.656	2021-09-30T08:42:40.855	2021-09-30T08:46:46.656	sonar\sonar_2754.mp4	sonar\sonar_2754.txt	0	camera\cam1_2754.mp4	camera\cam1_2754.txt	camera\cam2_2754.mp4	camera\cam2_2754.txt
2755	1632991616.166	1632991845.906	2021-09-30T08:46:56.166	2021-09-30T08:50:45.906	sonar\sonar_2755.mp4	sonar\sonar_2755.txt	0	camera\cam1_2755.mp4	camera\cam1_2755.txt	camera\cam2_2755.mp4	camera\cam2_2755.txt
2756	1632991957.536	1632992065.426	2021-09-30T08:52:37.536	2021-09-30T08:54:25.426	sonar\sonar_2756.mp4	sonar\sonar_2756.txt	0	camera\cam1_2756.mp4	camera\cam1_2756.txt	camera\cam2_2756.mp4	camera\cam2_2756.txt
2757	1632992164.117	1632992315.337	2021-09-30T08:56:04.117	2021-09-30T08:58:35.337	sonar\sonar_2757.mp4	sonar\sonar_2757.txt	0	camera\cam1_2757.mp4	camera\cam1_2757.txt	camera\cam2_2757.mp4	camera\cam2_2757.txt
2758	1632992333.257	1632992717.297	2021-09-30T08:58:53.257	2021-09-30T09:05:17.297	sonar\sonar_2758.mp4	sonar\sonar_2758.txt	1123	camera\cam1_2758.mp4	camera\cam1_2758.txt	camera\cam2_2758.mp4	camera\cam2_2758.txt
2759	1632992718.957	1632993133.758	2021-09-30T09:05:18.957	2021-09-30T09:12:13.758	sonar\sonar_2759.mp4	sonar\sonar_2759.txt	0	camera\cam1_2759.mp4	camera\cam1_2759.txt	camera\cam2_2759.mp4	camera\cam2_2759.txt
2760	1632993320.498	1632993459.898	2021-09-30T09:15:20.498	2021-09-30T09:17:39.898	sonar\sonar_2760.mp4	sonar\sonar_2760.txt	0	camera\cam1_2760.mp4	camera\cam1_2760.txt	camera\cam2_2760.mp4	camera\cam2_2760.txt
2761	1632993575.569	1632993715.879	2021-09-30T09:19:35.569	2021-09-30T09:21:55.879	sonar\sonar_2761.mp4	sonar\sonar_2761.txt	0	camera\cam1_2761.mp4	camera\cam1_2761.txt	camera\cam2_2761.mp4	camera\cam2_2761.txt
2762	1632993748.639	1632993984.839	2021-09-30T09:22:28.639	2021-09-30T09:26:24.839	sonar\sonar_2762.mp4	sonar\sonar_2762.txt	0	camera\cam1_2762.mp4	camera\cam1_2762.txt	camera\cam2_2762.mp4	camera\cam2_2762.txt
2763	1632994031.749	1632994192.829	2021-09-30T09:27:11.749	2021-09-30T09:29:52.829	sonar\sonar_2763.mp4	sonar\sonar_2763.txt	0	camera\cam1_2763.mp4	camera\cam1_2763.txt	camera\cam2_2763.mp4	camera\cam2_2763.txt
2764	1632994434.28	1632995551.291	2021-09-30T09:33:54.280	2021-09-30T09:52:31.291	sonar\sonar_2764.mp4	sonar\sonar_2764.txt	0	camera\cam1_2764.mp4	camera\cam1_2764.txt	camera\cam2_2764.mp4	camera\cam2_2764.txt
2765	1632995576.421	1632996871.503	2021-09-30T09:52:56.421	2021-09-30T10:14:31.503	sonar\sonar_2765.mp4	sonar\sonar_2765.txt	3434	camera\cam1_2765.mp4	camera\cam1_2765.txt	camera\cam2_2765.mp4	camera\cam2_2765.txt
2766	1632996901.413	1632997042.963	2021-09-30T10:15:01.413	2021-09-30T10:17:22.963	sonar\sonar_2766.mp4	sonar\sonar_2766.txt	0	camera\cam1_2766.mp4	camera\cam1_2766.txt	camera\cam2_2766.mp4	camera\cam2_2766.txt
2767	1632997102.444	1632997596.934	2021-09-30T10:18:22.444	2021-09-30T10:26:36.934	sonar\sonar_2767.mp4	sonar\sonar_2767.txt	0	camera\cam1_2767.mp4	camera\cam1_2767.txt	camera\cam2_2767.mp4	camera\cam2_2767.txt
2768	1632997851.425	1632997990.615	2021-09-30T10:30:51.425	2021-09-30T10:33:10.615	sonar\sonar_2768.mp4	sonar\sonar_2768.txt	0	camera\cam1_2768.mp4	camera\cam1_2768.txt	camera\cam2_2768.mp4	camera\cam2_2768.txt
2769	1632998021.865	1632998145.625	2021-09-30T10:33:41.865	2021-09-30T10:35:45.625	sonar\sonar_2769.mp4	sonar\sonar_2769.txt	0	camera\cam1_2769.mp4	camera\cam1_2769.txt	camera\cam2_2769.mp4	camera\cam2_2769.txt
2770	1632998237.225	1632998742.656	2021-09-30T10:37:17.225	2021-09-30T10:45:42.656	sonar\sonar_2770.mp4	sonar\sonar_2770.txt	0	camera\cam1_2770.mp4	camera\cam1_2770.txt	camera\cam2_2770.mp4	camera\cam2_2770.txt
2771	1632998869.446	1633000104.058	2021-09-30T10:47:49.446	2021-09-30T11:08:24.058	sonar\sonar_2771.mp4	sonar\sonar_2771.txt	5470	camera\cam1_2771.mp4	camera\cam1_2771.txt	camera\cam2_2771.mp4	camera\cam2_2771.txt
2772	1633000105.798	1633000720.058	2021-09-30T11:08:25.798	2021-09-30T11:18:40.058	sonar\sonar_2772.mp4	sonar\sonar_2772.txt	0	camera\cam1_2772.mp4	camera\cam1_2772.txt	camera\cam2_2772.mp4	camera\cam2_2772.txt
2773	1633000834.099	1633000997.569	2021-09-30T11:20:34.099	2021-09-30T11:23:17.569	sonar\sonar_2773.mp4	sonar\sonar_2773.txt	0	camera\cam1_2773.mp4	camera\cam1_2773.txt	camera\cam2_2773.mp4	camera\cam2_2773.txt
2774	1633001238.809	1633001470.68	2021-09-30T11:27:18.809	2021-09-30T11:31:10.680	sonar\sonar_2774.mp4	sonar\sonar_2774.txt	0	camera\cam1_2774.mp4	camera\cam1_2774.txt	camera\cam2_2774.mp4	camera\cam2_2774.txt
2775	1633001522	1633001614.9	2021-09-30T11:32:02.000	2021-09-30T11:33:34.900	sonar\sonar_2775.mp4	sonar\sonar_2775.txt	0	camera\cam1_2775.mp4	camera\cam1_2775.txt	camera\cam2_2775.mp4	camera\cam2_2775.txt
2776	1633001777.52	1633001862.87	2021-09-30T11:36:17.520	2021-09-30T11:37:42.870	sonar\sonar_2776.mp4	sonar\sonar_2776.txt	0	camera\cam1_2776.mp4	camera\cam1_2776.txt	camera\cam2_2776.mp4	camera\cam2_2776.txt
2777	1633002098.76	1633002315.531	2021-09-30T11:41:38.760	2021-09-30T11:45:15.531	sonar\sonar_2777.mp4	sonar\sonar_2777.txt	0	camera\cam1_2777.mp4	camera\cam1_2777.txt	camera\cam2_2777.mp4	camera\cam2_2777.txt
2778	1633002344.091	1633002479.851	2021-09-30T11:45:44.091	2021-09-30T11:47:59.851	sonar\sonar_2778.mp4	sonar\sonar_2778.txt	0	camera\cam1_2778.mp4	camera\cam1_2778.txt	camera\cam2_2778.mp4	camera\cam2_2778.txt
2779	1633002524.921	1633002611.621	2021-09-30T11:48:44.921	2021-09-30T11:50:11.621	sonar\sonar_2779.mp4	sonar\sonar_2779.txt	0	camera\cam1_2779.mp4	camera\cam1_2779.txt	camera\cam2_2779.mp4	camera\cam2_2779.txt
2780	1633002626.461	1633002711.661	2021-09-30T11:50:26.461	2021-09-30T11:51:51.661	sonar\sonar_2780.mp4	sonar\sonar_2780.txt	0	camera\cam1_2780.mp4	camera\cam1_2780.txt	camera\cam2_2780.mp4	camera\cam2_2780.txt
2781	1633003107.422	1633003345.412	2021-09-30T11:58:27.422	2021-09-30T12:02:25.412	sonar\sonar_2781.mp4	sonar\sonar_2781.txt	0	camera\cam1_2781.mp4	camera\cam1_2781.txt	camera\cam2_2781.mp4	camera\cam2_2781.txt
2782	1633003459.512	1633003545.762	2021-09-30T12:04:19.512	2021-09-30T12:05:45.762	sonar\sonar_2782.mp4	sonar\sonar_2782.txt	0	camera\cam1_2782.mp4	camera\cam1_2782.txt	camera\cam2_2782.mp4	camera\cam2_2782.txt
2783	1633003647.333	1633003881.053	2021-09-30T12:07:27.333	2021-09-30T12:11:21.053	sonar\sonar_2783.mp4	sonar\sonar_2783.txt	383	camera\cam1_2783.mp4	camera\cam1_2783.txt	camera\cam2_2783.mp4	camera\cam2_2783.txt
2784	1633004104.993	1633004200.343	2021-09-30T12:15:04.993	2021-09-30T12:16:40.343	sonar\sonar_2784.mp4	sonar\sonar_2784.txt	0	camera\cam1_2784.mp4	camera\cam1_2784.txt	camera\cam2_2784.mp4	camera\cam2_2784.txt
